audio_url,prompt_url
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_0.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_0.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_1.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_2.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_2.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_3.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_3.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_4.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_4.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_5.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_5.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_6.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_6.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_7.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_7.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_8.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_8.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_9.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_9.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_10.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_11.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_12.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_13.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_1_14.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_0.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_0.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_1.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_2.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_2.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_3.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_3.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_4.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_4.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_5.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_5.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_6.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_6.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_7.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_7.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_8.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_8.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_9.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_9.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_10.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_11.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_12.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_13.wav?raw=true?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_14.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_2_15.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_0.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_0.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_1.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_2.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_2.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_3.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_3.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_4.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_4.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_5.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_5.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_6.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_6.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_7.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_7.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_8.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_8.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_9.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_9.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_10.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_11.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_12.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_13.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/CL/1_3_14.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/1_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_0.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_0.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_1.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_2.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_2.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_3.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_3.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_4.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_4.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_5.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_5.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_6.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_6.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_7.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_7.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_8.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_8.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_9.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_9.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_10.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_11.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_12.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_13.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_1_14.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_0.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_0.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_1.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_2.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_2.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_3.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_3.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_4.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_4.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_5.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_5.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_6.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_6.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_7.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_7.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_8.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_8.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_9.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_9.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_10.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_11.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_12.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_13.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_2_14.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_0.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_0.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_1.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_2.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_2.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_3.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_3.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_4.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_4.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_5.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_5.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_6.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_6.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_7.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_7.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_8.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_8.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_9.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_9.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_10.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_11.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_12.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_13.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_0_14.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_0.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_0.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_1.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_2.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_2.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_3.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_3.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_4.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_4.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_5.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_5.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_6.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_6.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_7.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_7.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_8.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_8.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_9.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_9.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_10.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_11.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_12.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_13.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/IT/0_3_14.wav?raw=true,https://github.com/ParkJHyun/Claudy_Rabbit/blob/main/wavs/prompt/0_1.wav?raw=true
